P-nummer,Startdato,Ophørsdato,Navn,Adresse,Postnr.,By,Hovedbranche,Telefonnr,Email,Reklamebeskyttet,Address_full,Address_full_2,Coordinates,Lat,Lon
1013560656,28.08.2007,,Høve Slagteri Kød Engros,Høvevej 65,4550,Asnæs,101110 Forarbejdning af svinekød,,,Nej,"Høvevej 65, 4550 Ikast","Høvevej 65, 4550 Asnæs","65, Høvevej, Høve, Asnæs, Odsherred Kommune, Region Sjælland, 4550, Danmark",55.836033,11.486765
1025719774,13.04.2020,,Slagter Kristian Sand Olesen,Brandevej 24,7430,Ikast,101110 Forarbejdning af svinekød,,ks.olesen@hotmail.com,Ja,"Brandevej 24, 7430 Esbjerg","Brandevej 24, 7430 Ikast","24, Brandevej, Ikast-Brande Kommune, Region Midtjylland, 7430, Danmark",56.075891,9.145044
1023432966,14.09.2017,,DANISH CROWN A/S,Gammelby Ringvej 1,6700,Esbjerg,101110 Forarbejdning af svinekød,89191223.0,sumi@danishcrown.dk,Ja,"Gammelby Ringvej 1, 6700 Sorø","Gammelby Ringvej 1, 6700 Esbjerg","1, Gammelby Ringvej, Rørkjær, Esbjerg, Esbjerg Kommune, Region Syddanmark, 6700, Danmark",55.462987,8.46148
1024912236,08.08.2019,,Den tørrede gris,c/o Niels Bjerregård Pedersen -   St. Ladegårdsvej 8,4180,Sorø,101110 Forarbejdning af svinekød,23262216.0,Skovgrisen@gmail.com,Ja,"c/o Niels Bjerregård Pedersen -   St. Ladegårdsvej 8, 4180 Tommerup","   St. Ladegårdsvej 8, 4180 Sorø","8, Store Ladegårdsvej, Knudstrup, Broby Overdrev, Sorø Kommune, Region Sjælland, 4180, Danmark",55.41963,11.614354
1025466515,01.01.2020,,Grambogård,Ellehaven 55,5690,Tommerup,101110 Forarbejdning af svinekød,,,Ja,"Ellehaven 55, 5690 Jerslev","Ellehaven 55, 5690 Tommerup",,,
1022802999,01.09.2017,,Hvidebæk Meat ApS,Industrivej 17D  -  Ubby,4490,Jerslev,101110 Forarbejdning af svinekød,,,Nej,"Industrivej 17D  -  Ubby, 4490 København","Industrivej 17D  -  Ubby, 4490 Jerslev","Industrivej, Jerslev, Kelleklinte, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark",55.6139471,11.2163612
1019812223,01.06.2014,,Danish Crown A/S,Flæsketorvet 41,1711,København,101110 Forarbejdning af svinekød,89191919.0,hekn@danishcrown.dk,Nej,"Flæsketorvet 41, 1711 Herning","Flæsketorvet 41, 1711 København","41, Flæsketorvet, Kødbyen, København, Københavns Kommune, Region Hovedstaden, 1711, Danmark",55.668222,12.560374
1022193070,01.04.2017,,Danish Crown Foods A/S,Danmarksgade 22,7400,Herning,101110 Forarbejdning af svinekød,89105000.0,tulip@tulip.dk,Ja,"Danmarksgade 22, 7400 Skanderborg","Danmarksgade 22, 7400 Herning","22, Danmarksgade, Herning, Herning Kommune, Region Midtjylland, 7400, Danmark",56.133382,8.982235
1020799249,08.10.2015,,Hårby Slagteren IVS,Den Grønne Vej 1  -  Hårby,8660,Skanderborg,101110 Forarbejdning af svinekød,86523010.0,hs-slagteri@hotmail.dk,Ja,"Den Grønne Vej 1  -  Hårby, 8660 Sønderborg","Den Grønne Vej 1  -  Hårby, 8660 Skanderborg",,,
1016497165,10.12.2010,,Danish Crown A/S,Langbro 7,6400,Sønderborg,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Langbro 7, 6400 Grenaa","Langbro 7, 6400 Sønderborg","7, Langbro, Danish Crown, Ballebro, Sønderborg Kommune, Region Syddanmark, 6400, Danmark",54.981859,9.654773
1010043448,01.09.2003,,Grenaa Slagtehus I/S v/Tage Sehested Severinsen og Peder Bertelsen,c/o Peder Bertelsen -   Tempovej 18,8500,Grenaa,101110 Forarbejdning af svinekød,86327032.0,mail@grenaaslagtehus.dk,Nej,"c/o Peder Bertelsen -   Tempovej 18, 8500 Sæby","   Tempovej 18, 8500 Grenaa","18, Tempovej, Grenå, Robstrup, Grenaa, Norddjurs Kommune, Region Midtjylland, 8500, Danmark",56.422701,10.902901
1020368930,01.05.2015,,Sæby Gårdslagteri I/S,Ålborgvej 108,9300,Sæby,101110 Forarbejdning af svinekød,60443804.0,kontakt@saebygaardslagteri.dk,Ja,"Ålborgvej 108, 9300 Holstebro","Ålborgvej 108, 9300 Sæby","108, Ålborgvej, Gunhildsbro, Sæby, Frederikshavn Kommune, Region Nordjylland, 9300, Danmark",57.319789,10.474976
1020670734,24.08.2015,,HP Production ApS,Naurvej 3A,7500,Holstebro,101110 Forarbejdning af svinekød,97432326.0,moesgaard@moesgaard-meat.dk,Nej,"Naurvej 3A, 7500 Glumsø","Naurvej 3A, 7500 Holstebro","3A, Naurvej, Strovstrup, Idom Kirkeby, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.376528,8.517437
1000519483,01.01.1989,,GLUMSØ SLAGTEHUS APS,Søvej 5,4171,Glumsø,101110 Forarbejdning af svinekød,57646003.0,,Nej,"Søvej 5, 4171 Asnæs","Søvej 5, 4171 Glumsø","5, Søvej, Glumsø, Næstved Kommune, Region Sjælland, 4171, Danmark",55.350791,11.690383
1000777366,01.11.1990,,HØVE SLAGTERI,c/o Slagtermester Jan Lund -   Høvevej 65,4550,Asnæs,101110 Forarbejdning af svinekød,,,Nej,"c/o Slagtermester Jan Lund -   Høvevej 65, 4550 Bredebro","   Høvevej 65, 4550 Asnæs","65, Høvevej, Høve, Asnæs, Odsherred Kommune, Region Sjælland, 4550, Danmark",55.836033,11.486765
1015694293,01.12.2009,,Hjemmeslagter Martin Jørgensen,Harres 4,6261,Bredebro,101110 Forarbejdning af svinekød,73710044.0,martinhjemmeslagter@sol.dk,Nej,"Harres 4, 6261 Rønne","Harres 4, 6261 Bredebro","4, Harres, Bredebro, Tønder Kommune, Region Syddanmark, 6261, Danmark",55.057086,8.780033
1016458798,22.11.2010,,Danish Crown A/S,Haslevej 19,3700,Rønne,101110 Forarbejdning af svinekød,89191919.0,,Nej,"Haslevej 19, 3700 Haderslev","Haslevej 19, 3700 Rønne","19, Haslevej, Rønne, Bornholms Regionskommune, Region Hovedstaden, 3700, Danmark",55.112271,14.70383
1019567547,18.07.2014,,Ømands I/S,Sønder Vilstrup Bygade 1B,6100,Haderslev,101110 Forarbejdning af svinekød,,aungstrup@gmail.com,Nej,"Sønder Vilstrup Bygade 1B, 6100 Faaborg","Sønder Vilstrup Bygade 1B, 6100 Haderslev","1B, Sønder Vilstrup Bygade, Sønder Vilstrup, Haderslev Kommune, Region Syddanmark, 6100, Danmark",55.191685,9.516777
1016458771,22.11.2010,,Danish Crown A/S,Havnegade 5,5600,Faaborg,101110 Forarbejdning af svinekød,89191919.0,,Nej,"Havnegade 5, 5600 Ulfborg","Havnegade 5, 5600 Faaborg","5, Havnegade, Sandegyde, Rallebæk, Faaborg, Faaborg-Midtfyn Kommune, Region Syddanmark, 5600, Danmark",55.09611,10.237623
1011531276,18.07.2005,,Smedegård v/ John Kristian Jensen,Kytterupvej 11,6990,Ulfborg,101110 Forarbejdning af svinekød,,,Nej,"Kytterupvej 11, 6990 Ringsted","Kytterupvej 11, 6990 Ulfborg","Kytterupvej, Ulfborg Kirkeby, Holstebro Kommune, Region Midtjylland, Danmark",56.3019656,8.3372115
1016497149,10.12.2010,,Danish Crown A/S,Bragesvej 18,4100,Ringsted,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Bragesvej 18, 4100 Holstebro","Bragesvej 18, 4100 Ringsted","18, Bragesvej, Balstrup, Ringsted, Ringsted Kommune, Region Sjælland, 4100, Danmark",55.429278,11.798537
1021863153,19.10.2016,,Riberholdt Consulting,Hvalfisken 11,7500,Holstebro,101110 Forarbejdning af svinekød,30142120.0,idomlund@gmail.com,Ja,"Hvalfisken 11, 7500 Svendborg","Hvalfisken 11, 7500 Holstebro","11, Hvalfisken, Kusken, Mejrup Kirkeby, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.367858,8.666986
1001113788,01.10.1992,,INCO SVENDBORG SLAGTEHUS A/S,Porthusvej 75,5700,Svendborg,101110 Forarbejdning af svinekød,62213278.0,,Nej,"Porthusvej 75, 5700 Thisted","Porthusvej 75, 5700 Svendborg","75, Porthusvej, Tved Skovhaver, Heldager, Svendborg, Svendborg Kommune, Region Syddanmark, 5700, Danmark",55.073755,10.609686
1009320225,18.09.2002,,TICAN FRESH MEAT THISTED A/S,Strandvejen 6,7700,Thisted,101110 Forarbejdning af svinekød,99192300.0,TICAN@TICAN.DK,Nej,"Strandvejen 6, 7700 Skærbæk","Strandvejen 6, 7700 Thisted","6, Strandvejen, Tingstrup, Thisted, Thisted Kommune, Region Nordjylland, 7700, Danmark",56.954275,8.69977
1016497173,10.12.2010,,Danish Crown A/S,Åbenråvej 11,6780,Skærbæk,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Åbenråvej 11, 6780 Ulfborg","Åbenråvej 11, 6780 Skærbæk","11, Åbenråvej, Skærbæk, Tønder Kommune, Region Syddanmark, 6780, Danmark",55.155712,8.776351
1013067070,01.04.2007,,Ulfborg Slagteri v/Per O Nielsen,Industriarealet 40,6990,Ulfborg,101110 Forarbejdning af svinekød,97492200.0,,Nej,"Industriarealet 40, 6990 Randers","Industriarealet 40, 6990 Ulfborg",,,
1008535716,01.07.2001,,DANISH CROWN A/S,Marsvej 43,8960,Randers,101110 Forarbejdning af svinekød,89191919.0,gth@danishcrown.dki,Nej,"Marsvej 43, 8960 Herning","Marsvej 43, 8960 Randers","43, Marsvej, Kristrup, Randers, Randers Kommune, Region Midtjylland, 8960, Danmark",56.429993,10.059764
1016459085,22.11.2010,,Danish Crown A/S,Danmarksgade 22,7400,Herning,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Danmarksgade 22, 7400 Holsted","Danmarksgade 22, 7400 Herning","22, Danmarksgade, Herning, Herning Kommune, Region Midtjylland, 7400, Danmark",56.133382,8.982235
1018525883,30.05.2013,,Danish Crown A/S SD Holsted,Energivej 5 - 7,6670,Holsted,101110 Forarbejdning af svinekød,,,Nej,"Energivej 5 - 7, 6670 Brøndby","Energivej 5 - 7, 6670 Holsted","Energivej, Holsted, Vejen Kommune, Region Syddanmark, 6670, Danmark",55.5234272,8.9110035
1019250810,01.01.2013,,ESS-Food,Kirkebjerg Parkvej 9,2605,Brøndby,101110 Forarbejdning af svinekød,,,Nej,"Kirkebjerg Parkvej 9, 2605 Horsens","Kirkebjerg Parkvej 9, 2605 Brøndby","9, Kirkebjerg Parkvej, Kirkebjerg Erhvervsområde, Brøndby Kommune, Region Hovedstaden, 2605, Danmark",55.659378,12.395431
1016497483,10.12.2010,,Danish Crown A/S,Østbirkvej 2,8700,Horsens,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Østbirkvej 2, 8700 Kolding","Østbirkvej 2, 8700 Horsens","2, Østbirkvej, Rådved, Horsens, Horsens Kommune, Region Midtjylland, 8700, Danmark",55.916709,9.82756
1022193119,01.04.2017,,Danish Crown Foods A/S,Ndr. Havnevej 1,6000,Kolding,101110 Forarbejdning af svinekød,89105000.0,tulip@tulip.dk,Ja,"Ndr. Havnevej 1, 6000 Randbøl","Ndr. Havnevej 1, 6000 Kolding","1, Nordre Havnevej, Tved, Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark",55.495083,9.492563
1000523430,08.05.1989,,DANEPORK A/S,Tørskindvej 19,7183,Randbøl,101110 Forarbejdning af svinekød,75883866.0,info@danepork.dk,Nej,"Tørskindvej 19, 7183 Hadsten","Tørskindvej 19, 7183 Randbøl",,,
1023591738,07.05.2018,,Jensen's Slagtehus ApS,Rigtrupvej 44  -  Voldum,8370,Hadsten,101110 Forarbejdning af svinekød,86491416.0,information@jensens-slagtehus.dk,Ja,"Rigtrupvej 44  -  Voldum, 8370 Kolding","Rigtrupvej 44  -  Voldum, 8370 Hadsten",,,
1016497254,10.12.2010,,Danish Crown A/S,Ndr. Havnevej 1,6000,Kolding,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Ndr. Havnevej 1, 6000 Jerslev","Ndr. Havnevej 1, 6000 Kolding","1, Nordre Havnevej, Tved, Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark",55.495083,9.492563
1009181136,01.01.2002,,Selskabet af 01.01.2002 ApS,Industrivej 17D  -  Ubby,4490,Jerslev,101110 Forarbejdning af svinekød,59596200.0,berit@hvidebaek-slagteri.dk,Nej,"Industrivej 17D  -  Ubby, 4490 Birkerød","Industrivej 17D  -  Ubby, 4490 Jerslev","Industrivej, Jerslev, Kelleklinte, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark",55.6139471,11.2163612
1020443983,01.06.2015,02.06.2018,Kød og Honningvin,c/o Glenn Nielsen -   Teglværksvej 48 -  st. mf.,3460,Birkerød,101110 Forarbejdning af svinekød,,Pletskudet2k@hotmail.com,Ja,"c/o Glenn Nielsen -   Teglværksvej 48 -  st. mf., 3460 Sindal",   Teglværksvej 48 ,"48, Teglværksvej, Teglværksgården, Roskilde Syd, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark",55.604879,12.074244
1018534998,01.07.2013,31.12.2017,Sindal Slagtehus,Nejstvej 99,9870,Sindal,101110 Forarbejdning af svinekød,,info@sindalslagtehus.dk,Nej,"Nejstvej 99, 9870 Løsning","Nejstvej 99, 9870 Sindal","Nejstvej, Sekshusene, Sindal, Hjørring Kommune, Region Nordjylland, 9870, Danmark",57.4818512,10.2418538
1003084683,02.10.1972,31.01.2014,ANDELSSELSKABET AF 2. JULI 2012,Dakavej 10,8723,Løsning,101110 Forarbejdning af svinekød,76745111.0,,Nej,"Dakavej 10, 8723 Holstebro","Dakavej 10, 8723 Løsning","10, Dakavej, Krollerup, Løsning, Hedensted Kommune, Region Midtjylland, 8723, Danmark",55.799625,9.671237
1016497467,10.12.2010,31.12.2014,Danish Crown A/S,Vendersgade 23 - 25,7500,Holstebro,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Vendersgade 23 - 25, 7500 Vojens","Vendersgade 23 - 25, 7500 Holstebro","Vendersgade, Vestermark, Holstebro, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.3669217,8.6199588
1002965293,10.02.2000,15.09.2010,DANISH CROWN AMBA,Trekanten 23,6500,Vojens,101110 Forarbejdning af svinekød,73543200.0,dc@danishcrown.dk,Nej,"Trekanten 23, 6500 Holstebro","Trekanten 23, 6500 Vojens",,,
1013568673,24.08.2007,16.11.2015,MOESGAARD MEAT A/S,Naurvej 17,7500,Holstebro,101110 Forarbejdning af svinekød,97432326.0,,Nej,"Naurvej 17, 7500 Skanderborg","Naurvej 17, 7500 Holstebro","Naurvej, Naur, Krunderup, Holstebro Kommune, Region Midtjylland, Danmark",56.3904774,8.5272974
1004790754,01.10.1998,26.08.2010,VOERLADEGAARD SLAGER A/S,Holmedal 28  -  Voerladegård,8660,Skanderborg,101110 Forarbejdning af svinekød,75782040.0,,Nej,"Holmedal 28  -  Voerladegård, 8660 Bjerringbro","Holmedal 28  -  Voerladegård, 8660 Skanderborg","28, Holmedal, Voerladegård, Skanderborg Kommune, Region Midtjylland, 8660, Danmark",56.024133,9.73074
1005700071,01.04.1991,06.07.2010,SLAGTERISELSKABET DANISH CROWN AMBA SVINEDIVISION NORD,Østergade 8,8850,Bjerringbro,101110 Forarbejdning af svinekød,,,Nej,"Østergade 8, 8850 Nykøbing","Østergade 8, 8850 Bjerringbro","8, Østergade, Nøddelund, Bjerringbro, Viborg Kommune, Region Midtjylland, 8850, Danmark",56.375179,9.661068
1009669333,31.01.2003,03.07.2013,MORSØ SLAGTERI OG KØDENGROS ApS,Food Parken 3  -  Tødsø,7900,Nykøbing,101110 Forarbejdning af svinekød,97720074.0,,Nej,"Food Parken 3  -  Tødsø, 7900 Skærbæk","Food Parken 3  -  Tødsø, 7900 Nykøbing",,,
1002965426,10.02.2000,31.12.2010,DANISH CROWN AMBA,Åbenråvej 11,6780,Skærbæk,101110 Forarbejdning af svinekød,73953700.0,dc@danishcrown.dk,Nej,"Åbenråvej 11, 6780 Vrå","Åbenråvej 11, 6780 Skærbæk","11, Åbenråvej, Skærbæk, Tønder Kommune, Region Syddanmark, 6780, Danmark",55.155712,8.776351
1015952039,06.04.2010,30.09.2010,Norwest Foods International ltd,c/o Danish Meat CompanyA/S C.Sørensen -   Nygade 5 - 7,9760,Vrå,101110 Forarbejdning af svinekød,96248500.0,ces@d-m-c.dk,Nej,"c/o Danish Meat CompanyA/S C.Sørensen -   Nygade 5 - 7, 9760 Rønne",   Nygade 5 ,"5, Nygade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1164, Danmark",55.678209,12.573571
1018202898,17.01.2013,17.01.2013,Daka Proteins Nyker,Buldregårdsvej 2,3700,Rønne,101110 Forarbejdning af svinekød,76745111.0,jhb@kromannreumert.com,Nej,"Buldregårdsvej 2, 3700 Holstebro","Buldregårdsvej 2, 3700 Rønne",,,
1016689706,01.04.2011,30.09.2012,KS Kød I/S,Hvamvej 23,7500,Holstebro,101110 Forarbejdning af svinekød,40102617.0,,Nej,"Hvamvej 23, 7500 Ringe","Hvamvej 23, 7500 Holstebro","23, Hvamvej, Hvam Mejeriby, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.409374,8.730635
1003029226,02.09.1968,16.11.2012,SKOVGAARD'S SLAGTERI OG KØDOPSKÆRING A/S,Industrivej 7,5750,Ringe,101110 Forarbejdning af svinekød,62621096.0,,Nej,"Industrivej 7, 5750 Viborg","Industrivej 7, 5750 Ringe","7, Industrivej, Gluemose, Ringe, Faaborg-Midtfyn Kommune, Region Syddanmark, 5750, Danmark",55.24836,10.486534
1003030557,10.02.2000,14.09.2010,DANISH CROWN AMBA,Trekronervej 8,8800,Viborg,101110 Forarbejdning af svinekød,87275500.0,,Nej,"Trekronervej 8, 8800 Skive","Trekronervej 8, 8800 Viborg","Trekronervej, Søndermarken, Viborg, Viborg Kommune, Region Midtjylland, 8800, Danmark",56.4484483,9.4014758
1003030545,10.02.2000,31.12.2010,DANISH CROWN AMBA,Brårupgade 3,7800,Skive,101110 Forarbejdning af svinekød,96145300.0,,Nej,"Brårupgade 3, 7800 Skive","Brårupgade 3, 7800 Skive","3, Brårupgade, Brårup, Skive, Skive Kommune, Region Midtjylland, 7800, Danmark",56.562411,9.035313
1016497491,10.12.2010,11.11.2014,Danish Crown A/S,Brårupgade 11,7800,Skive,101110 Forarbejdning af svinekød,89191919.0,dc@danishcrown.dk,Nej,"Brårupgade 11, 7800 Hillerød","Brårupgade 11, 7800 Skive","11, Brårupgade, Brårup, Skive, Skive Kommune, Region Midtjylland, 7800, Danmark",56.56159,9.035146
1007560059,01.04.2000,14.06.2016,NORDKØD ApS,Harløsevej 224,3400,Hillerød,101110 Forarbejdning af svinekød,48210417.0,,Nej,"Harløsevej 224, 3400 Kolding","Harløsevej 224, 3400 Hillerød","224, Harløsevej, Ny Harløse, Hillerød Kommune, Region Hovedstaden, 3400, Danmark",55.925241,12.218738
1004834384,10.02.2000,30.06.2008,DANISH CROWN AMBA,Jens Holms Vej 43,6000,Kolding,101110 Forarbejdning af svinekød,76337699.0,,Nej,"Jens Holms Vej 43, 6000 Assens","Jens Holms Vej 43, 6000 Kolding","Jens Holms Vej, Søndervang, Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark",55.4886821,9.4826328
1013653549,01.09.2007,31.01.2015,Hans Erik Kraaer,Prinsehøjsvej 4,5610,Assens,101110 Forarbejdning af svinekød,,,Nej,"Prinsehøjsvej 4, 5610 Ringsted","Prinsehøjsvej 4, 5610 Assens","4, Prinsehøjsvej, Bågø By, Assens Kommune, Region Syddanmark, 5610, Danmark",55.313915,9.807967
1018202863,17.01.2013,17.01.2013,Daka Bio-Industries Ortved,Hejdesvej 23  -  Ortved,4100,Ringsted,101110 Forarbejdning af svinekød,76745111.0,jhb@kromannreumert.com,Nej,"Hejdesvej 23  -  Ortved, 4100 Randers","Hejdesvej 23  -  Ortved, 4100 Ringsted","23, Hejdesvej, Valsølille, Ortved, Ringsted Kommune, Region Sjælland, 4100, Danmark",55.488785,11.846044
1003084713,01.01.1988,30.06.2012,DAKA A.M.B.A.,Kronjydevej 8  -  Assentoft Mk,8960,Randers,101110 Forarbejdning af svinekød,87959222.0,,Nej,"Kronjydevej 8  -  Assentoft Mk, 8960 Kolding","Kronjydevej 8  -  Assentoft Mk, 8960 Randers",,,
1012727255,02.11.2006,31.12.2010,Danish Crown,Ndr. Havnevej 1,6000,Kolding,101110 Forarbejdning af svinekød,76337699.0,,Nej,"Ndr. Havnevej 1, 6000 Ringsted","Ndr. Havnevej 1, 6000 Kolding","1, Nordre Havnevej, Tved, Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark",55.495083,9.492563
1003174303,01.01.1987,30.06.2012,DAKA A.M.B.A.,Hejdesvej 23  -  Ortved,4100,Ringsted,101110 Forarbejdning af svinekød,57528132.0,kambas@kambas.dk,Nej,"Hejdesvej 23  -  Ortved, 4100 Vrå","Hejdesvej 23  -  Ortved, 4100 Ringsted","23, Hejdesvej, Valsølille, Ortved, Ringsted Kommune, Region Sjælland, 4100, Danmark",55.488785,11.846044
1018059041,13.11.2012,14.08.2018,"DANISH MEAT COMPANY, VRAA A/S",Nygade 5 - 7,9760,Vrå,101110 Forarbejdning af svinekød,,,Nej,"Nygade 5 - 7, 9760 Vrå","Nygade 5 - 7, 9760 Vrå","Nygade, Vrå, Hjørring Kommune, Region Nordjylland, 9760, Danmark",57.3541415,9.9482124
1011751179,12.10.2005,11.12.2012,DANISH MEAT COMPANY A/S,Nygade 5 - 7,9760,Vrå,101110 Forarbejdning af svinekød,96248500.0,lunden@asdal.dk,Nej,"Nygade 5 - 7, 9760 Ulfborg","Nygade 5 - 7, 9760 Vrå","Nygade, Vrå, Hjørring Kommune, Region Nordjylland, 9760, Danmark",57.3541415,9.9482124
1007225314,11.11.1999,28.10.2009,EJENDOMSSELSKABET LASK ApS,c/o Lars Andersen -   Munkhulevej 5  -  Staby,6990,Ulfborg,101110 Forarbejdning af svinekød,,,Nej,"c/o Lars Andersen -   Munkhulevej 5  -  Staby, 6990 Tistrup",   Munkhulevej 5  ,"5, Munkhulevej, Tvind Skolerne, Holstebro Kommune, Region Midtjylland, 6990, Danmark",56.251983,8.231719
1009643466,01.01.2003,21.12.2009,"TAGMOSES SLAGTEHUS, TISTRUP ApS",Frejasvej 13,6862,Tistrup,101110 Forarbejdning af svinekød,75292172.0,,Nej,"Frejasvej 13, 6862 Hurup","Frejasvej 13, 6862 Tistrup",,,
1003030429,10.02.2000,15.09.2010,DANISH CROWN AMBA,Toftegade 48,7760,Hurup,101110 Forarbejdning af svinekød,96843500.0,,Nej,"Toftegade 48, 7760 Vejle","Toftegade 48, 7760 Hurup","48, Toftegade, Hurup Thy, Thisted Kommune, Region Nordjylland, 7760, Danmark",56.753043,8.418979
