CVR-nummer,Startdato,Ophørsdato,Navn,Adresse,Postnr.,By,Virksomhedsform,Hovedbranche,Telefonnr,Email,Reklamebeskyttet,Address_full,Address_full_2,Coordinates,Lat,Lon
27654746,22.03.2004,,VESTER HÆSINGE SLAGTERFORRETNING ApS ,c/o Stefan Jensen -   Gl. Stenderupvej 30  -  Gl Stenderup,5672,Broby,Anpartsselskab,101110 Forarbejdning af svinekød,62631853.0,vhslagter@mail.dk,Nej,"c/o Stefan Jensen -   Gl. Stenderupvej 30  -  Gl Stenderup, 5672 Broby",   Gl. Stenderupvej 30  ,"Gl. Stenderupvej, Gammel Stenderup, Lyndelse, Faaborg-Midtfyn Kommune, Region Syddanmark, Danmark",55.1797803,10.2646423
16523844,01.10.1992,,INCO SVENDBORG SLAGTEHUS A/S ,Porthusvej 75,5700,Svendborg,Aktieselskab,101110 Forarbejdning af svinekød,62213278.0,,Nej,"Porthusvej 75, 5700 Svendborg","Porthusvej 75, 5700 Svendborg","75, Porthusvej, Tved Skovhaver, Heldager, Svendborg, Svendborg Kommune, Region Syddanmark, 5700, Danmark",55.073755,10.609686
37144789,08.10.2015,,Hårby Slagteren IVS ,Den Grønne Vej 1  -  Hårby,8660,Skanderborg,Iværksætterselskab,101110 Forarbejdning af svinekød,86523010.0,hs-slagteri@hotmail.dk,Ja,"Den Grønne Vej 1  -  Hårby, 8660 Skanderborg","Den Grønne Vej 1  -  Hårby, 8660 Skanderborg",,,
26121264,01.07.2001,,DANISH CROWN A/S ,Marsvej 43,8960,Randers,Aktieselskab,101110 Forarbejdning af svinekød,89191919.0,,Nej,"Marsvej 43, 8960 Randers","Marsvej 43, 8960 Randers","43, Marsvej, Kristrup, Randers, Randers Kommune, Region Midtjylland, 8960, Danmark",56.429993,10.059764
26786576,18.09.2002,,TICAN FRESH MEAT A/S ,Strandvejen 6,7700,Thisted,Aktieselskab,101110 Forarbejdning af svinekød,99192300.0,TICAN@TICAN.DK,Nej,"Strandvejen 6, 7700 Thisted","Strandvejen 6, 7700 Thisted","6, Strandvejen, Tingstrup, Thisted, Thisted Kommune, Region Nordjylland, 7700, Danmark",56.954275,8.69977
39547430,07.05.2018,,Jensen's Slagtehus ApS under tvangsopløsning,Rigtrupvej 44  -  Voldum,8370,Hadsten,Anpartsselskab,101110 Forarbejdning af svinekød,86491416.0,information@jensens-slagtehus.dk,Ja,"Rigtrupvej 44  -  Voldum, 8370 Hadsten","Rigtrupvej 44  -  Voldum, 8370 Hadsten",,,
14641998,01.11.1990,,HØVE SLAGTERI ,c/o Slagtermester Jan Lund -   Høvevej 65,4550,Asnæs,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,59316886.0,,Ja,"c/o Slagtermester Jan Lund -   Høvevej 65, 4550 Asnæs","   Høvevej 65, 4550 Asnæs","65, Høvevej, Høve, Asnæs, Odsherred Kommune, Region Sjælland, 4550, Danmark",55.836033,11.486765
41280158,13.04.2020,,Slagter Kristian Sand Olesen ,Brandevej 24,7430,Ikast,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,ks.olesen@hotmail.com,Ja,"Brandevej 24, 7430 Ikast","Brandevej 24, 7430 Ikast","24, Brandevej, Ikast-Brande Kommune, Region Midtjylland, 7430, Danmark",56.075891,9.145044
21942677,01.09.1999,,Jensens Slagtehus Morten Enggrob Jensen ,Rigtrupvej 44  -  Voldum,8370,Hadsten,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,information@jensens-slagtehus.dk,Nej,"Rigtrupvej 44  -  Voldum, 8370 Hadsten","Rigtrupvej 44  -  Voldum, 8370 Hadsten",,,
28649398,18.07.2005,,Smedegård v/ John Kristian Jensen ,Kytterupvej 11,6990,Ulfborg,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,,Nej,"Kytterupvej 11, 6990 Ulfborg","Kytterupvej 11, 6990 Ulfborg","Kytterupvej, Ulfborg Kirkeby, Holstebro Kommune, Region Midtjylland, Danmark",56.3019656,8.3372115
36590696,01.05.2015,,Sæby Gårdslagteri I/S ,Ålborgvej 108,9300,Sæby,Interessentskab,101110 Forarbejdning af svinekød,60443804.0,kontakt@saebygaardslagteri.dk,Ja,"Ålborgvej 108, 9300 Sæby","Ålborgvej 108, 9300 Sæby","108, Ålborgvej, Gunhildsbro, Sæby, Frederikshavn Kommune, Region Nordjylland, 9300, Danmark",57.319789,10.474976
40690484,08.08.2019,,Den tørrede gris ,c/o Niels Bjerregård Pedersen -   St. Ladegårdsvej 8,4180,Sorø,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,23262216.0,Skovgrisen@gmail.com,Ja,"c/o Niels Bjerregård Pedersen -   St. Ladegårdsvej 8, 4180 Sorø","   St. Ladegårdsvej 8, 4180 Sorø","8, Store Ladegårdsvej, Knudstrup, Broby Overdrev, Sorø Kommune, Region Sjælland, 4180, Danmark",55.41963,11.614354
38119362,19.10.2016,,Riberholdt Consulting ,Hvalfisken 11,7500,Holstebro,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,30142120.0,idomlund@gmail.com,Ja,"Hvalfisken 11, 7500 Holstebro","Hvalfisken 11, 7500 Holstebro","11, Hvalfisken, Kusken, Mejrup Kirkeby, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.367858,8.666986
30267699,01.04.2007,,Ulfborg Slagteri v/Per O Nielsen ,Industriarealet 40,6990,Ulfborg,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,97492200.0,,Nej,"Industriarealet 40, 6990 Ulfborg","Industriarealet 40, 6990 Ulfborg",,,
35909737,18.07.2014,,Ømands I/S ,Sønder Vilstrup Bygade 1B,6100,Haderslev,Interessentskab,101110 Forarbejdning af svinekød,,aungstrup@gmail.com,Ja,"Sønder Vilstrup Bygade 1B, 6100 Haderslev","Sønder Vilstrup Bygade 1B, 6100 Haderslev","1B, Sønder Vilstrup Bygade, Sønder Vilstrup, Haderslev Kommune, Region Syddanmark, 6100, Danmark",55.191685,9.516777
32572154,01.12.2009,,Hjemmeslagter Martin Jørgensen ,Harres 4,6261,Bredebro,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,73710044.0,martinhjemmeslagter@sol.dk,Nej,"Harres 4, 6261 Bredebro","Harres 4, 6261 Bredebro","4, Harres, Bredebro, Tønder Kommune, Region Syddanmark, 6261, Danmark",55.057086,8.780033
27302165,01.09.2003,,Grenaa Slagtehus I/S v/Tage Sehested Severinsen og Peder Bertelsen ,c/o Peder Bertelsen -   Tempovej 18,8500,Grenaa,Interessentskab,101110 Forarbejdning af svinekød,86327032.0,mail@grenaaslagtehus.dk,Nej,"c/o Peder Bertelsen -   Tempovej 18, 8500 Grenaa","   Tempovej 18, 8500 Grenaa","18, Tempovej, Grenå, Robstrup, Grenaa, Norddjurs Kommune, Region Midtjylland, 8500, Danmark",56.422701,10.902901
35696032,01.01.2014,,Concepcion Pimentel Schallert ,Auningvej 3,8963,Auning,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,concepcionp3@rougsoes.net,Ja,"Auningvej 3, 8963 Auning","Auningvej 3, 8963 Auning",,,
26669170,01.01.2002,,Selskabet af 01.01.2002 ApS under konkurs,Industrivej 17D  -  Ubby,4490,Jerslev,Anpartsselskab,101110 Forarbejdning af svinekød,59596200.0,berit@hvidebaek-slagteri.dk,Nej,"Industrivej 17D  -  Ubby, 4490 Jerslev","Industrivej 17D  -  Ubby, 4490 Jerslev","Industrivej, Jerslev, Kelleklinte, Ubby, Kalundborg Kommune, Region Sjælland, 4490, Danmark",55.6139471,11.2163612
30647653,01.11.2017,08.08.2018,Sties Multiservice ,Koldingvej 27,4200,Slagelse,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,21722212.0,leslie.stie@gmail.com,Ja,"Koldingvej 27, 4200 Slagelse","Koldingvej 27, 4200 Slagelse","27, Koldingvej, Slagelse, Slagelse Kommune, Region Sjælland, 4200, Danmark",55.417668,11.356952
28364733,01.12.2008,31.12.2012,Mobil Hjemmeslagt v/Brian Hald Thrane ,Stationsvej 8  -  Andst,6600,Vejen,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,42390960.0,,Nej,"Stationsvej 8  -  Andst, 6600 Vejen","Stationsvej 8  -  Andst, 6600 Vejen","8, Stationsvej, Andst Stationsby, Vejen Kommune, Region Syddanmark, 6600, Danmark",55.47014,9.238377
35765417,02.05.2014,31.05.2015,Håsum Chacuteri ,c/o Ulrik Lajgaard -   Landevejen 28,7860,Spøttrup,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,ulriklajgaard@gmail.com,Nej,"c/o Ulrik Lajgaard -   Landevejen 28, 7860 Spøttrup","   Landevejen 28, 7860 Spøttrup",,,
35099417,01.07.2013,31.12.2017,Sindal Slagtehus ,Nejstvej 99,9870,Sindal,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,,info@sindalslagtehus.dk,Nej,"Nejstvej 99, 9870 Sindal","Nejstvej 99, 9870 Sindal","Nejstvej, Sekshusene, Sindal, Hjørring Kommune, Region Nordjylland, 9870, Danmark",57.4818512,10.2418538
16860808,01.04.1993,30.06.2009,CARL HERSE ,Rævekærvej 4  -  Nørrehede,6230,Rødekro,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,74698121.0,,Nej,"Rævekærvej 4  -  Nørrehede, 6230 Rødekro","Rævekærvej 4  -  Nørrehede, 6230 Rødekro",,,
25006267,11.10.1999,19.11.2017,Hvam Slagterhus I/S ,Gl. Viborgvej 86,9620,Aalestrup,Interessentskab,101110 Forarbejdning af svinekød,98648003.0,,Nej,"Gl. Viborgvej 86, 9620 Aalestrup","Gl. Viborgvej 86, 9620 Aalestrup",,,
38998455,01.02.1987,31.12.2010,AIDT SLAGTEHUS V/DANNIE TOM JØRGENSEN ,Bavnehøjvej 1  -  Aidt,8881,Thorsø,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,86966943.0,,Nej,"Bavnehøjvej 1  -  Aidt, 8881 Thorsø","Bavnehøjvej 1  -  Aidt, 8881 Thorsø",,,
30475135,01.08.2007,31.12.2009,Jørgen Olsen ,Elmekrogen 4,3200,Helsinge,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,21629620.0,jio@postil.tele.dk,Nej,"Elmekrogen 4, 3200 Helsinge","Elmekrogen 4, 3200 Helsinge","4, Elmekrogen, Helsinge, Gribskov Kommune, Region Hovedstaden, 3200, Danmark",56.019965,12.185724
13069948,01.04.1985,28.02.2018,Tonis Slagterhus v/Toni Abrahamsen ,Stenagervej 4  -  Bedsted,6240,Løgumkloster,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,74777025.0,,Ja,"Stenagervej 4  -  Bedsted, 6240 Løgumkloster","Stenagervej 4  -  Bedsted, 6240 Løgumkloster",,,
32792162,06.04.2010,30.09.2010,Norwest Foods International ltd ,c/o Danish Meat CompanyA/S C.Sørensen -   Nygade 5 - 7,9760,Vrå,Anden udenlandsk virksomhed,101110 Forarbejdning af svinekød,96248500.0,ces@d-m-c.dk,Nej,"c/o Danish Meat CompanyA/S C.Sørensen -   Nygade 5 - 7, 9760 Vrå",   Nygade 5 ,"5, Nygade, Christianshavn, København, Københavns Kommune, Region Hovedstaden, 1164, Danmark",55.678209,12.573571
33432550,01.04.2011,30.09.2012,KS Kød I/S ,Hvamvej 23,7500,Holstebro,Interessentskab,101110 Forarbejdning af svinekød,40102617.0,,Nej,"Hvamvej 23, 7500 Holstebro","Hvamvej 23, 7500 Holstebro","23, Hvamvej, Hvam Mejeriby, Holstebro Kommune, Region Midtjylland, 7500, Danmark",56.409374,8.730635
15085681,01.04.1991,06.07.2010,SLAGTERISELSKABET DANISH CROWN AMBA SVINEDIVISION NORD ,Østergade 8,8850,Bjerringbro,Forening,101110 Forarbejdning af svinekød,,,Nej,"Østergade 8, 8850 Bjerringbro","Østergade 8, 8850 Bjerringbro","8, Østergade, Nøddelund, Bjerringbro, Viborg Kommune, Region Midtjylland, 8850, Danmark",56.375179,9.661068
25208897,25.02.2016,23.03.2018,Morsø Slagteri ,Food Parken 3,7900,Nykøbing,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,97769799.0,morsslh@gmail.com,Nej,"Food Parken 3, 7900 Nykøbing","Food Parken 3, 7900 Nykøbing",,,
35786171,01.06.2014,30.06.2020,Sæby Gårdslagteri ,Hasselvej 2,9300,Sæby,Enkeltmandsvirksomhed,101110 Forarbejdning af svinekød,60443804.0,logt@email.dk,Nej,"Hasselvej 2, 9300 Sæby","Hasselvej 2, 9300 Sæby","2, Hasselvej, Øksenhede, Sæby, Frederikshavn Kommune, Region Nordjylland, 9300, Danmark",57.324578,10.489376
29139725,12.10.2005,11.12.2012,DANISH MEAT COMPANY A/S ,Nygade 5 - 7,9760,Vrå,Aktieselskab,101110 Forarbejdning af svinekød,96248500.0,lunden@asdal.dk,Nej,"Nygade 5 - 7, 9760 Vrå","Nygade 5 - 7, 9760 Vrå","Nygade, Vrå, Hjørring Kommune, Region Nordjylland, 9760, Danmark",57.3541415,9.9482124
10130816,31.01.2003,03.07.2013,MORSØ SLAGTERI OG KØDENGROS ApS ,Food Parken 3  -  Tødsø,7900,Nykøbing,Anpartsselskab,101110 Forarbejdning af svinekød,97720074.0,,Nej,"Food Parken 3  -  Tødsø, 7900 Nykøbing","Food Parken 3  -  Tødsø, 7900 Nykøbing",,,
32664601,28.12.2009,22.06.2012,AKTIESELSKABET AF 28. DECEMBER 2009 ,c/o Mazanti-Andersen -  Korsø Jensen & Partner -   Store Kongensgade 69,1264,København,Aktieselskab,101110 Forarbejdning af svinekød,,,Nej,"c/o Mazanti-Andersen -  Korsø Jensen & Partner -   Store Kongensgade 69, 1264 København",Andersen ,"Andersen, Lørenskog, Viken, 1474, Norge",59.8980953,10.9964757
31067693,22.11.2007,26.04.2012,VESTFYENS SLAGTEHUS ApS ,Industrivej 2,5592,Ejby,Anpartsselskab,101110 Forarbejdning af svinekød,86255256.0,,Nej,"Industrivej 2, 5592 Ejby","Industrivej 2, 5592 Ejby","2, Industrivej, Ejby industripark, Karlebjerg, Ejby, Middelfart Kommune, Region Syddanmark, 5592, Danmark",55.440784,9.944566
14417176,01.08.1990,11.07.2017,GUDME PRIVATSLAGTERI ApS ,Teglværksvej 89,5884,Gudme,Anpartsselskab,101110 Forarbejdning af svinekød,62251081.0,johnf@nielsen.mail.dk,Nej,"Teglværksvej 89, 5884 Gudme","Teglværksvej 89, 5884 Gudme","89, Teglværksvej, Galdbjerg, Gudme, Svendborg Kommune, Region Syddanmark, 5884, Danmark",55.155059,10.701835
20958472,17.06.1998,16.11.2012,SKOVGAARD'S SLAGTERI OG KØDOPSKÆRING A/S ,Industrivej 7,5750,Ringe,Aktieselskab,101110 Forarbejdning af svinekød,62621096.0,,Nej,"Industrivej 7, 5750 Ringe","Industrivej 7, 5750 Ringe","7, Industrivej, Gluemose, Ringe, Faaborg-Midtfyn Kommune, Region Syddanmark, 5750, Danmark",55.24836,10.486534
30812271,24.08.2007,16.11.2015,MOESGAARD MEAT A/S ,Naurvej 17,7500,Holstebro,Aktieselskab,101110 Forarbejdning af svinekød,97432326.0,,Nej,"Naurvej 17, 7500 Holstebro","Naurvej 17, 7500 Holstebro","Naurvej, Naur, Krunderup, Holstebro Kommune, Region Midtjylland, Danmark",56.3904774,8.5272974
10112613,01.01.2003,21.12.2009,"TAGMOSES SLAGTEHUS, TISTRUP ApS ",Frejasvej 13,6862,Tistrup,Anpartsselskab,101110 Forarbejdning af svinekød,75292172.0,,Nej,"Frejasvej 13, 6862 Tistrup","Frejasvej 13, 6862 Tistrup",,,
86555816,22.06.1979,19.06.2014, ,Bødkervej 1,4450,Jyderup,Aktieselskab,101110 Forarbejdning af svinekød,,,Nej,"Bødkervej 1, 4450 Jyderup","Bødkervej 1, 4450 Jyderup","1, Bødkervej, Rådbjerg, Jyderup, Holbæk Kommune, Region Sjælland, 4450, Danmark",55.648706,11.431216
29148287,25.10.2005,18.10.2019,JUTLAND MEAT A/S ,Havnevej 8,7600,Struer,Aktieselskab,101110 Forarbejdning af svinekød,,info@jutlandmeat.dk,Nej,"Havnevej 8, 7600 Struer","Havnevej 8, 7600 Struer","8, Havnevej, Vejrum Kirkeby, Struer, Struer Kommune, Region Midtjylland, 7600, Danmark",56.492928,8.603027
31279585,29.02.2008,16.04.2019,HÅRBY SLAGTEHUS ApS ,Den Grønne Vej 1  -  Hårby,8660,Skanderborg,Anpartsselskab,101110 Forarbejdning af svinekød,,,Nej,"Den Grønne Vej 1  -  Hårby, 8660 Skanderborg","Den Grønne Vej 1  -  Hårby, 8660 Skanderborg",,,
34734496,13.11.2012,14.08.2018,"DANISH MEAT COMPANY, VRAA A/S ",Nygade 5 - 7,9760,Vrå,Aktieselskab,101110 Forarbejdning af svinekød,,,Nej,"Nygade 5 - 7, 9760 Vrå","Nygade 5 - 7, 9760 Vrå","Nygade, Vrå, Hjørring Kommune, Region Nordjylland, 9760, Danmark",57.3541415,9.9482124
31279844,29.02.2008,21.12.2015,"H. S. SLAGTERI, SKANDERBORG ApS ",Den Grønne Vej 1,8660,Skanderborg,Anpartsselskab,101110 Forarbejdning af svinekød,,,Nej,"Den Grønne Vej 1, 8660 Skanderborg","Den Grønne Vej 1, 8660 Skanderborg","1, Den Grønne Vej, Hemstok, Mesing, Skanderborg Kommune, Region Midtjylland, 8660, Danmark",56.081277,9.894588
25322894,01.04.2000,14.06.2016,NORDKØD ApS ,Harløsevej 224,3400,Hillerød,Anpartsselskab,101110 Forarbejdning af svinekød,48210417.0,,Nej,"Harløsevej 224, 3400 Hillerød","Harløsevej 224, 3400 Hillerød","224, Harløsevej, Ny Harløse, Hillerød Kommune, Region Hovedstaden, 3400, Danmark",55.925241,12.218738
21239372,01.10.1998,26.08.2010,VOERLADEGAARD SLAGTER A/S ,Holmedal 28  -  Voerladegård,8660,Skanderborg,Aktieselskab,101110 Forarbejdning af svinekød,75782040.0,,Nej,"Holmedal 28  -  Voerladegård, 8660 Skanderborg","Holmedal 28  -  Voerladegård, 8660 Skanderborg","28, Holmedal, Voerladegård, Skanderborg Kommune, Region Midtjylland, 8660, Danmark",56.024133,9.73074
25022173,11.11.1999,28.10.2009,EJENDOMSSELSKABET LASK ApS ,c/o Lars Andersen -   Munkhulevej 5  -  Staby,6990,Ulfborg,Anpartsselskab,101110 Forarbejdning af svinekød,,,Nej,"c/o Lars Andersen -   Munkhulevej 5  -  Staby, 6990 Ulfborg",   Munkhulevej 5  ,"5, Munkhulevej, Tvind Skolerne, Holstebro Kommune, Region Midtjylland, 6990, Danmark",56.251983,8.231719
45613410,18.11.1986,31.01.2014,ANDELSSELSKABET AF 2. JULI 2012 ,Bragesvej 18,4100,Ringsted,Andelsselskab (-forening) med begrænset ansvar,101110 Forarbejdning af svinekød,76745111.0,,Nej,"Bragesvej 18, 4100 Ringsted","Bragesvej 18, 4100 Ringsted","18, Bragesvej, Balstrup, Ringsted, Ringsted Kommune, Region Sjælland, 4100, Danmark",55.429278,11.798537
37172855,09.10.2015,26.03.2020,XYÅ af 30.12.2018 A/S ,Brunagervej 1  -  Kolt,8361,Hasselager,Aktieselskab,101110 Forarbejdning af svinekød,,,Nej,"Brunagervej 1  -  Kolt, 8361 Hasselager","Brunagervej 1  -  Kolt, 8361 Hasselager",,,
70243016,28.11.1986,08.09.2009,STEFF-HOULBERG A.M.B.A. ,c/o DANISH CROWN AmbA -   Marsvej 43,8960,Randers,Andelsselskab (-forening) med begrænset ansvar,101110 Forarbejdning af svinekød,57616263.0,,Nej,"c/o DANISH CROWN AmbA -   Marsvej 43, 8960 Randers","   Marsvej 43, 8960 Randers","43, Marsvej, Kristrup, Randers, Randers Kommune, Region Midtjylland, 8960, Danmark",56.429993,10.059764
62011513,11.08.1980,08.01.2019,SB PORK A/S ,Markedsvej 9,6650,Brørup,Aktieselskab,101110 Forarbejdning af svinekød,75381433.0,,Nej,"Markedsvej 9, 6650 Brørup","Markedsvej 9, 6650 Brørup","9, Markedsvej, Brørup, Vejen Kommune, Region Syddanmark, 6650, Danmark",55.482877,9.011014
